date,s_1,s_2,s_3,holiday,weather
2023-01-01,50.0,150.0,300.0,0,31.852102915108894
2023-01-02,100.0,200.0,350.0,1,13.299608064446533
2023-01-03,100.60933149080901,195.25875769259744,358.2697843277943,0,29.497160805959375
2023-01-04,99.43761336493493,165.80557814968165,344.3252928782029,0,16.390125207441017
2023-01-05,98.06693982662112,176.12020257493361,365.9849163157654,0,16.449676723532757
2023-01-06,99.56785727320135,202.14816358839653,346.824457567221,1,22.57473234582658
2023-01-07,110.79805927645337,184.80837073204808,405.29603272225364,0,22.844725891695404
2023-01-08,102.9913696056314,181.5608846939619,359.37257088329926,0,20.38551515350892
2023-01-09,93.851995286412,166.735693581942,323.39593242323144,0,6.657119844440434
2023-01-10,100.84596123484465,182.51355789773933,364.0266938271922,1,18.785533605156605
2023-01-11,112.27055536940006,258.05593258186724,445.27408250599774,0,42.784787281884064
2023-01-12,77.89725109602414,186.41276124088674,308.1436625502042,0,-7.840042288020221
2023-01-13,98.17300839283948,229.20789678440423,384.1405642121963,0,28.69740440228413
2023-01-14,105.72026064559303,228.31190198599725,413.7477151146669,0,30.571249333563088
2023-01-15,93.49038345064604,205.90982412666298,370.96625071476984,1,6.416522807138481
2023-01-16,96.33220743011064,214.77363322976,395.6925463803108,0,15.305610865904539
2023-01-17,88.95265274740825,193.38789395359262,324.84161708097025,1,9.992828420566553
2023-01-18,115.45077474767558,239.89462482697382,422.99357580040714,1,38.539653773118786
2023-01-19,120.3664751320029,251.08839428852778,426.407574830492,1,31.030252667777827
2023-01-20,121.73762548961031,255.01548221308371,438.600959604895,0,31.514253744647323
2023-01-21,120.98434978696308,253.3295478466848,404.7499448256566,1,21.20647225994795
2023-01-22,133.8045036888617,271.6823855283773,462.1147586177831,0,33.12091949749643
2023-01-23,132.4411484124657,273.3104736769283,441.0982459240481,1,19.91763432937922
2023-01-24,145.0037443450784,288.6119894309366,561.631097511048,1,33.59157627210558
2023-01-25,141.17526367816447,276.60264537233826,496.11738349046345,1,18.513035758877795
2023-01-26,131.50781164582486,253.50349395540096,520.9751157300634,1,13.207580832865608
2023-01-27,152.06864149479142,295.0392251921695,568.391988614017,1,38.10950266331943
2023-01-28,144.52121536578738,269.8066741351602,536.1042111683726,1,19.791512393348636
2023-01-29,129.5217057315874,253.65058122413282,492.9237296726018,1,11.012000917575358
2023-01-30,123.65094470004853,240.2413639025968,518.8882847711286,1,10.903661025100277
2023-01-31,106.32589674795162,206.07679979542576,434.7498415861494,0,10.934213269809593
2023-02-01,118.71921221181869,239.60695388506818,484.23345858142216,0,28.44442351029369
2023-02-02,116.89320703957165,226.33750087974153,469.5696187383441,1,19.011371229547844
2023-02-03,144.6148320295742,269.9851038785387,567.5890480405764,1,42.97958975997083
2023-02-04,148.61311896880656,268.88204503285374,543.8273539349907,1,31.861781823241206
2023-02-05,145.98279000481207,263.4510131782818,554.0596289687488,0,22.571381300939713
2023-02-06,153.35437155799926,284.87875084847025,584.4877515148047,1,34.03897541198283
2023-02-07,134.5271417977169,257.4153782707657,514.6347241856943,0,15.044926635305163
2023-02-08,111.46480755920884,218.23146889215212,450.06920426440524,0,1.4521419584069442
2023-02-09,105.21990097156444,208.71614229145138,391.61583528680353,0,10.1041694242526
2023-02-10,97.8532453102652,239.5829769022239,390.69724915947893,0,21.472078293696025
2023-02-11,104.18929751073338,221.43910272952033,405.76148714340354,0,17.7745852782886
2023-02-12,113.04774825021255,234.92263091758048,428.0208766331013,1,28.244153882574604
2023-02-13,107.8453627271639,207.55099014620063,415.86936729266927,1,18.753862186565307
2023-02-14,104.6485334929308,219.5226468085651,489.7262593312358,1,27.48034725961725
2023-02-15,121.68384141594274,260.5967052331941,510.51976675354194,1,35.0097163056429
2023-02-16,114.1706704666653,249.90788055714512,480.788800127337,1,18.723041493892286
2023-02-17,113.90539129707265,239.66711468999839,516.6507900907022,0,25.55145288711121
2023-02-18,92.76426624018924,228.32823252391557,406.8190641331492,1,2.4521315942476605
2023-02-19,99.56751499389665,230.72012765415295,478.49076712555905,1,18.76106021259441
2023-02-20,83.0325986889772,204.06172778115786,402.356765862372,0,7.680418742539786
2023-02-21,96.54472031435091,238.92784954147302,484.75474818651304,1,21.45226777129347
2023-02-22,93.1494315499592,246.28360762294415,430.47773502110334,0,22.35999756677331
2023-02-23,100.79840871958754,253.0206363986586,492.73954052364667,1,22.326763579137946
2023-02-24,100.20793248783728,239.75879097612068,441.1638487661268,0,15.198774102037067
2023-02-25,125.58615054115543,294.65663006180944,528.9927825118024,1,42.98468861734833
2023-02-26,106.99294732562876,241.97563468232823,375.41826355655587,1,7.319784883569318
2023-02-27,97.48479716899617,220.4017192539705,372.6380476989761,0,6.708541728384837
2023-02-28,116.47923602197564,259.4789309443268,451.26861567859123,0,36.54978375736585
2023-03-01,102.00667403136814,224.4142938618082,390.1384587795873,0,12.957208694101068
2023-03-02,92.19607364060215,197.99635365806614,377.59358097611295,0,10.553093124635698
2023-03-03,119.50315942065514,247.07760490857692,478.20670449274405,0,43.02911897723113
2023-03-04,118.58200000455182,237.68096193417145,459.22915285848154,0,29.85722716823564
2023-03-05,116.83563724665343,220.77853288817613,451.8201036897285,0,14.055354518617781
2023-03-06,120.04857770138759,206.54889871354607,424.39422488136506,0,22.17507905693561
2023-03-07,130.09100743899836,255.41285660739203,523.6863799722304,1,39.45871284827684
2023-03-08,124.49473682209482,237.07716237048015,480.44204366221203,1,26.916206809508676
2023-03-09,132.92422878692415,255.01710724596526,514.966486356886,0,32.86148455106442
2023-03-10,133.22498903671277,266.5627711411597,543.8801504351281,1,28.048031787338054
2023-03-11,137.4064030478383,282.457618168085,531.0835270165485,1,29.30253345953541
2023-03-12,135.24206389841137,275.3055511361265,518.7847741390906,1,20.397416959104273
2023-03-13,132.81868323276348,270.0991630395561,549.5712276588843,1,20.113484789762193
2023-03-14,130.93827272511564,251.26888260545311,534.7859554947615,0,22.670503853484536
2023-03-15,142.20220168360206,274.27630186885665,544.0215793002628,1,27.344528074503003
2023-03-16,121.73136462599282,238.18923768070124,492.7429401165876,0,17.166846841673866
2023-03-17,125.71949262809065,256.1556398767954,485.0439071736945,1,21.220539345030048
2023-03-18,116.27924960275682,246.40136671791484,494.7138191231944,1,16.896543840440145
2023-03-19,125.74547543641427,259.97465959339394,506.7575195569581,1,21.156848219945292
2023-03-20,95.14641384346474,220.49382732014536,444.28072771018276,0,7.49003669018153
2023-03-21,119.96931013439189,273.22313657784616,590.5910564814199,1,46.059774669595186
2023-03-22,105.20464914327957,220.44731979356675,449.1406167375375,0,12.670598812211239
2023-03-23,111.63352706187253,212.8680113507914,460.47599144248875,1,16.38539275240569
2023-03-24,103.69467373681665,179.057235412022,422.28687603589464,0,11.807356064451975
2023-03-25,109.19569317952136,216.74214767002792,485.50465443036285,1,26.1570874916454
2023-03-26,111.82843295266073,212.61085258989854,467.417440599349,0,18.039973687576687
2023-03-27,93.1407795635575,197.17579013856883,418.5987334825275,0,10.361924899027821
2023-03-28,113.8564089386268,218.63490280487508,463.74677871011795,1,26.568833662243428
2023-03-29,109.36235150332477,247.0586770337198,459.81896670058075,0,27.91649147922791
2023-03-30,108.46080858326143,234.6431754620215,470.16612169384655,1,19.33123675522733
2023-03-31,106.00904362608564,224.13428973775424,429.80721164898296,1,13.363740486179232
2023-04-01,122.37720879342002,269.75201391296,536.5871918242536,1,41.91066005559718
2023-04-02,127.8739272942253,255.096338241197,506.781524435083,1,23.40067630525231
2023-04-03,109.16938912867937,232.83657092655469,443.868004000927,1,7.259310150466762
2023-04-04,128.4032042244718,257.66705253218237,554.64450952295,1,34.14040461002768
2023-04-05,118.62905681149701,222.04627245122253,467.8357955795795,1,11.442252505874288
